ObjectId,small_record_first,uniform_provincial_rate,large_record_first
10702,0.0,0.016000000000000014,0.0
10703,0.0,0.0,0.0
10704,1.0,0.020000000000000018,0.0
10706,1.0,0.16600000000000004,0.0
10708,1.0,0.031000000000000028,0.0
10709,0.0,0.0,0.0
10710,0.0,0.020000000000000018,0.0
10711,1.0,0.10399999999999998,0.0
10714,1.0,0.16600000000000004,0.0
10718,1.0,0.020000000000000018,0.0
1072,0.0,0.03500000000000003,0.0
10720,0.0,0.0,0.0
10722,1.0,0.16600000000000004,0.0
10725,0.0,0.0,0.0
10726,1.0,0.01100000000000001,0.0
10728,0.0,0.006000000000000005,0.0
10729,1.0,0.137,0.0
10732,0.0,0.01100000000000001,0.0
10733,0.0,0.006000000000000005,0.0
10734,1.0,0.08349999999999991,0.0
1074,0.0,0.03500000000000003,0.0
10740,0.0,0.006000000000000005,0.0
1075,0.0,0.03500000000000003,0.0
10755,0.0,0.0,0.0
10757,1.0,0.031000000000000028,0.0
10761,1.0,0.08999999999999997,0.0
10762,0.0,0.0,0.0
10767,1.0,0.015000000000000013,0.0
10768,1.0,0.05700000000000005,0.0
10772,0.5740614228895111,0.031000000000000028,0.0
10778,1.0,0.137,0.0
10779,0.0,0.0,0.0
1078,0.0,0.03500000000000003,0.0
10781,0.0,0.006000000000000005,0.0
10782,1.0,0.016000000000000014,0.0
10783,0.0,0.0,0.0
10796,1.0,0.006000000000000005,0.0
10799,1.0,0.061000000000000054,0.0
108,0.0,0.10399999999999998,0.0
10802,0.0,0.0,0.0
10805,0.0,0.006000000000000005,0.0
10806,0.0,0.031000000000000028,0.0
10807,1.0,0.016000000000000014,0.0
10808,1.0,0.05700000000000005,0.0
10811,0.0,0.015000000000000013,0.0
10813,0.0,0.006000000000000005,0.0
10818,1.0,0.015000000000000013,0.0
1082,0.0,0.03500000000000003,0.0
10821,1.0,0.08349999999999991,0.0
10826,0.0,0.006000000000000005,0.0
10829,1.0,0.031000000000000028,0.0
10835,0.0,0.03400000000000003,0.0
10841,0.0,0.006000000000000005,0.0
10844,1.0,0.031000000000000028,0.0
10846,0.0,0.03400000000000003,0.0
10849,1.0,0.02200000000000002,0.0
10852,1.0,0.08349999999999991,0.0
10854,1.0,0.351,0.0
10859,0.0,0.03400000000000003,0.0
1086,0.0,0.03500000000000003,0.0
10862,0.0,0.03500000000000003,0.0
10866,0.0,0.006000000000000005,0.0
10867,1.0,0.05700000000000005,0.0
10868,1.0,0.03500000000000003,0.0
10871,1.0,0.05700000000000005,0.0
10873,0.0,0.015000000000000013,0.0
10880,0.0,0.006000000000000005,0.0
10882,1.0,0.05700000000000005,0.0
10885,0.0,0.016000000000000014,0.0
10892,0.0,0.028000000000000025,0.0
10894,0.0,0.0,0.0
10895,0.0,0.031000000000000028,0.0
10896,1.0,0.028000000000000025,0.0
10897,1.0,0.006000000000000005,0.0
10898,1.0,0.03500000000000003,0.0
109,1.0,0.10399999999999998,0.0
10900,1.0,0.028000000000000025,0.0
10907,1.0,0.049000000000000044,0.0
10911,1.0,0.05700000000000005,0.0
10914,0.0,0.006000000000000005,0.0
10916,0.0,0.031000000000000028,0.0
10917,0.0,0.03500000000000003,0.0
10919,0.0,0.01100000000000001,0.0
10921,1.0,0.015000000000000013,0.0
10923,1.0,0.031000000000000028,0.0
10924,1.0,0.031000000000000028,0.0
10925,0.0,0.03500000000000003,0.0
10930,0.0,0.01100000000000001,0.0
10931,0.0,0.006000000000000005,0.0
10934,0.0,0.006000000000000005,0.0
10939,1.0,0.006000000000000005,0.0
10940,1.0,0.01100000000000001,0.0
10941,0.0,0.016000000000000014,0.0
10944,1.0,0.03500000000000003,0.0
10945,0.0,0.006000000000000005,0.0
1095,0.0,0.03500000000000003,0.0
10956,1.0,0.351,0.0
1096,0.0,0.03500000000000003,0.0
10966,0.0,0.015000000000000013,0.0
1097,0.0,0.03500000000000003,0.0
10974,1.0,0.03500000000000003,0.0
10975,1.0,0.015000000000000013,0.0
10980,1.0,0.03500000000000003,0.0
10987,1.0,0.031000000000000028,0.0
1099,0.0,0.03500000000000003,0.0
10990,0.0,0.006000000000000005,0.0
10992,1.0,0.03500000000000003,0.0
10994,1.0,0.03500000000000003,0.0
10995,0.0,0.006000000000000005,0.0
110,0.0,0.10399999999999998,0.0
1100,0.0,0.03500000000000003,0.021607374013662493
11000,0.0,0.03500000000000003,0.0
11001,1.0,0.061000000000000054,0.0
11003,0.0,0.006000000000000005,0.0
11008,1.0,0.351,0.0
11009,1.0,0.03500000000000003,0.0
1101,0.0,0.03500000000000003,0.0
11011,0.0,0.0,0.0
11013,1.0,0.031000000000000028,0.0
11014,1.0,0.031000000000000028,0.0
11016,1.0,0.137,0.0
11019,1.0,0.137,0.0
11021,1.0,0.031000000000000028,0.0
11022,1.0,0.137,0.0
11024,0.0,0.016000000000000014,0.0
11027,0.0,0.031000000000000028,0.0
11028,1.0,0.061000000000000054,0.0
11029,1.0,0.030000000000000027,0.0
11034,1.0,0.02200000000000002,0.0
11038,1.0,0.351,0.0
11039,1.0,0.02200000000000002,0.0
1104,0.0,0.0040000000000000036,0.0
11041,1.0,0.351,0.0
11042,1.0,0.02200000000000002,0.0
11043,0.0,0.0,0.0
11044,0.0,0.03500000000000003,0.0
11045,1.0,0.351,0.0
11048,1.0,0.031000000000000028,0.0
11051,1.0,0.351,0.0
11052,1.0,0.02200000000000002,0.0
