merge_province_cn,low_return_records,strict_marginal_records,low_return_capacity_gw,strict_capacity_gw,low_return_h2_mt,strict_h2_mt,constrained_county_share_2030,constrained_county_share_2050,exposure_weighted_strict_records_2030,exposure_weighted_strict_capacity_gw_2030,exposure_weighted_strict_h2_mt_2030,exposure_weighted_strict_records_2050,exposure_weighted_strict_capacity_gw_2050,exposure_weighted_strict_h2_mt_2050,identification
上海,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
云南,8,8,0.01062488418954745,0.01062488418954745,0.00032640637008066046,0.00032640637008066046,0.0465116279069767,0.0465116279069767,0.3720930232558136,0.0004941806599789507,1.5181691631658613e-05,0.3720930232558136,0.0004941806599789507,1.5181691631658613e-05,province-weighted exposure; county identity is unavailable and no station is deterministically removed
内蒙古,483,53,3.6006483619631617,0.10132215420330559,0.14363190243850243,0.00324481889144208,0.349514563106796,0.58252427184466,18.524271844660188,0.03541356845940777,0.0011341114572030568,30.873786407766982,0.05902261409901295,0.0018901857620050946,province-weighted exposure; county identity is unavailable and no station is deterministically removed
北京,3,3,0.003,0.003,8.931948954486602e-05,8.931948954486602e-05,0.4375,0.3125,1.3125,0.0013125,3.907727667587888e-05,0.9375,0.0009375,2.7912340482770633e-05,province-weighted exposure; county identity is unavailable and no station is deterministically removed
吉林,122,2,0.6269788306328014,0.0022869082458403076,0.023505404310861025,7.39007372123422e-05,0.133333333333333,0.133333333333333,0.266666666666666,0.0003049210994453736,9.85343162831227e-06,0.266666666666666,0.0003049210994453736,9.85343162831227e-06,province-weighted exposure; county identity is unavailable and no station is deterministically removed
四川,0,0,0.0,0.0,0.0,0.0,0.262295081967213,0.289617486338798,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
天津,0,0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
宁夏,0,0,0.0,0.0,0.0,0.0,0.590909090909091,0.681818181818182,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
安徽,0,0,0.0,0.0,0.0,0.0,0.238095238095238,0.238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
山东,13,13,0.017042372354676604,0.017042372354676604,0.0005494435609500987,0.0005494435609500987,0.262773722627737,0.262773722627737,3.416058394160581,0.004478287626046403,0.00014437932988469737,3.416058394160581,0.004478287626046403,0.00014437932988469737,province-weighted exposure; county identity is unavailable and no station is deterministically removed
山西,62,61,0.06990437369306736,0.06801380681602917,0.0021478501176302035,0.002080771520025571,0.41025641025641,0.478632478632479,25.02564102564101,0.02790310023221708,0.0008536498543694646,29.196581196581217,0.032553616937586634,0.00099592483009771,province-weighted exposure; county identity is unavailable and no station is deterministically removed
广东,0,0,0.0,0.0,0.0,0.0,0.282258064516129,0.290322580645161,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
广西,7,7,0.007556266441454305,0.007556266441454305,0.00023637167778153083,0.00023637167778153083,0.0720720720720721,0.297297297297297,0.5045045045045047,0.0005445957795642745,1.7035796596867092e-05,2.081081081081079,0.002246457590702629,7.027266096207666e-05,province-weighted exposure; county identity is unavailable and no station is deterministically removed
新疆,301,233,0.9083083356491686,0.5688396168726457,0.029824093742073933,0.01743681918698937,0.849056603773585,0.650943396226415,197.8301886792453,0.4829770331937559,0.01480484647951928,151.6698113207547,0.3702823921152127,0.011350382300964777,province-weighted exposure; county identity is unavailable and no station is deterministically removed
江苏,0,0,0.0,0.0,0.0,0.0,0.03125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
江西,0,0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
河北,251,46,1.3044641811158926,0.05228980399655967,0.0516018334611742,0.0016164631471359144,0.273809523809524,0.279761904761905,12.595238095238104,0.014317446332391348,0.00044260300457292924,12.86904761904763,0.014628695165704206,0.00045222480902016687,province-weighted exposure; county identity is unavailable and no station is deterministically removed
河南,1,0,0.005422171717506778,0.0,0.00020728219373293818,0.0,0.164556962025316,0.164556962025316,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
浙江,0,0,0.0,0.0,0.0,0.0,0.211111111111111,0.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
海南,2,2,0.0027573534060286262,0.0027573534060286262,8.971455169814132e-05,8.971455169814132e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
湖北,0,0,0.0,0.0,0.0,0.0,0.0679611650485437,0.194174757281553,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
湖南,19,19,0.020702370400219286,0.020702370400219286,0.0006310884153961716,0.0006310884153961716,0.0655737704918033,0.0655737704918033,1.2459016393442626,0.0013575324852602814,4.1382846911224376e-05,1.2459016393442626,0.0013575324852602814,4.1382846911224376e-05,province-weighted exposure; county identity is unavailable and no station is deterministically removed
甘肃,36,21,0.19643194027769373,0.0697703322201751,0.006390560483612861,0.002224874530126266,0.218390804597701,0.264367816091954,4.586206896551721,0.015237198990612943,0.0004858921387632072,5.551724137931034,0.018445030357057784,0.0005881852206080933,province-weighted exposure; county identity is unavailable and no station is deterministically removed
福建,0,0,0.0,0.0,0.0,0.0,0.247058823529412,0.258823529411765,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
西藏,81,3,0.3492854909550574,0.003,0.013226587263025226,0.00010312022650788195,0.0,0.027027027027027,0.0,0.0,0.0,0.081081081081081,8.108108108108101e-05,2.7870331488616715e-06,province-weighted exposure; county identity is unavailable and no station is deterministically removed
贵州,0,0,0.0,0.0,0.0,0.0,0.170454545454545,0.170454545454545,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
辽宁,170,7,0.6423019873349742,0.007399027503233647,0.024924742513930783,0.00024370634332661237,0.38,0.38,2.66,0.002811630451228786,9.26084104641127e-05,2.66,0.002811630451228786,9.26084104641127e-05,province-weighted exposure; county identity is unavailable and no station is deterministically removed
重庆,0,0,0.0,0.0,0.0,0.0,0.210526315789474,0.263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
陕西,0,0,0.0,0.0,0.0,0.0,0.149532710280374,0.214953271028037,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
青海,160,160,0.47192212649151283,0.47192212649151283,0.014614219831363707,0.014614219831363707,0.133333333333333,0.177777777777778,21.33333333333328,0.06292295019886822,0.0019485626441818227,28.444444444444482,0.08389726693182462,0.0025980835255757736,province-weighted exposure; county identity is unavailable and no station is deterministically removed
黑龙江,90,72,0.19810614751203678,0.125847312726497,0.006424283132584096,0.004056179172271134,0.305785123966942,0.305785123966942,22.016528925619824,0.0384822361229784,0.001240319251025057,22.016528925619824,0.0384822361229784,0.001240319251025057,province-weighted exposure; county identity is unavailable and no station is deterministically removed
